Method:,Hadamard 1,,
1317.522052,0.117098,183070.000000,139804.000000
1320.899598,0.117334,183467.000000,140031.000000
1324.272839,0.118612,183711.000000,139805.000000
1326.519276,0.118812,183777.000000,139791.000000
1329.885344,0.121105,183924.000000,139166.000000
1333.247107,0.123595,183999.000000,138427.000000
1336.604566,0.125555,183938.000000,137758.000000
1338.840480,0.127861,183853.000000,136965.000000
1342.190766,0.131086,183694.000000,135834.000000
1345.536746,0.134106,183453.000000,134716.000000
1348.878423,0.137430,182999.000000,133358.000000
1352.215794,0.141001,182382.000000,131820.000000
1354.438318,0.144248,181961.000000,130536.000000
1357.768516,0.148445,181500.000000,128953.000000
1361.094410,0.151669,180846.000000,127538.000000
1364.415999,0.154934,180202.000000,126132.000000
1367.733284,0.158925,179586.000000,124551.000000
1369.942416,0.160880,179136.000000,123681.000000
1373.252527,0.163208,178385.000000,122504.000000
1376.558333,0.165800,177446.000000,121134.000000
1379.859836,0.171079,176112.000000,118771.000000
1383.157034,0.175429,174644.000000,116607.000000
1385.352774,0.179520,173716.000000,114900.000000
1388.642798,0.185035,171814.000000,112208.000000
1391.928518,0.189762,168936.000000,109134.000000
1395.209933,0.196049,165750.000000,105537.000000
1398.487044,0.200644,162599.000000,102441.000000
1400.669394,0.204677,160907.000000,100438.000000
1403.939331,0.210414,159300.000000,98130.000000
1407.204963,0.219567,158820.000000,95794.000000
1410.466292,0.228294,159124.000000,94068.000000
1413.723316,0.237446,159816.000000,92507.000000
1415.892274,0.245411,160302.000000,91102.000000
1419.142124,0.253802,161176.000000,89846.000000
1422.387669,0.263907,162150.000000,88310.000000
1425.628911,0.271217,163020.000000,87302.000000
1428.865848,0.277168,163878.000000,86567.000000
1431.021414,0.283463,164398.000000,85592.000000
1434.251177,0.288966,165082.000000,84866.000000
1437.476636,0.294159,165794.000000,84219.000000
1440.697790,0.297394,166536.000000,83968.000000
1443.914640,0.299302,167008.000000,83837.000000
1446.056816,0.300672,167202.000000,83670.000000
1449.266492,0.304150,167515.000000,83158.000000
1452.471863,0.304330,167621.000000,83176.000000
1455.672931,0.304740,167527.000000,83051.000000
1458.869694,0.306694,167330.000000,82581.000000
1460.998478,0.307548,167162.000000,82336.000000
1464.188067,0.307337,166886.000000,82240.000000
1467.373352,0.307019,166486.000000,82103.000000
1470.554332,0.305939,165852.000000,81994.000000
1473.731008,0.306828,165298.000000,81553.000000
1475.846400,0.305932,164834.000000,81492.000000
1479.015903,0.305326,164182.000000,81283.000000
1482.181100,0.304128,163452.000000,81145.000000
1485.341994,0.304746,162656.000000,80635.000000
1488.498583,0.302570,161833.000000,80630.000000
1490.600584,0.302922,161257.000000,80278.000000
1493.749999,0.300502,160283.000000,80239.000000
1496.895110,0.300965,159420.000000,79722.000000
1500.035916,0.298752,158427.000000,79630.000000
1503.172418,0.298008,157401.000000,79250.000000
1505.261028,0.297684,156702.000000,78957.000000
1508.390356,0.296186,155492.000000,78618.000000
1511.515380,0.294398,154211.000000,78292.000000
1514.636099,0.292803,152941.000000,77933.000000
1517.752514,0.292527,151730.000000,77365.000000
1519.827733,0.291018,151026.000000,77274.000000
1522.936974,0.290505,149649.000000,76660.000000
1526.041910,0.289912,148244.000000,76044.000000
1529.142543,0.288821,146857.000000,75522.000000
1532.238871,0.287418,145325.000000,74976.000000
1534.300698,0.287173,144321.000000,74500.000000
1537.389852,0.286071,142817.000000,73911.000000
1540.474702,0.284948,141263.000000,73296.000000
1543.555247,0.283352,139660.000000,72731.000000
1546.631488,0.282208,137990.000000,72051.000000
1548.679924,0.282386,136899.000000,71452.000000
1551.748991,0.281333,135048.000000,70657.000000
1554.813754,0.280249,133068.000000,69795.000000
1557.874212,0.279787,130999.000000,68783.000000
1560.930366,0.279246,128812.000000,67719.000000
1562.965411,0.280319,127386.000000,66804.000000
1566.014391,0.280286,125338.000000,65735.000000
1569.059067,0.281591,123336.000000,64491.000000
1572.099438,0.280296,121371.000000,63653.000000
1575.135505,0.279880,119409.000000,62684.000000
1577.157158,0.280209,118142.000000,61972.000000
1580.186051,0.280159,116249.000000,60986.000000
1583.210640,0.279291,114278.000000,60072.000000
1586.230924,0.277669,112173.000000,59186.000000
1589.246904,0.277054,109923.000000,58081.000000
1591.255166,0.276421,108419.000000,57370.000000
1594.263972,0.273592,106230.000000,56579.000000
1597.268474,0.274340,104032.000000,55313.000000
1600.268671,0.270112,101711.000000,54608.000000
1603.264564,0.270242,99461.000000,53384.000000
1605.259435,0.268983,97895.000000,52696.000000
1608.248154,0.266011,95589.000000,51808.000000
1611.232569,0.262831,93256.000000,50915.000000
1614.212679,0.260825,90963.000000,49893.000000
1617.188485,0.258175,88623.000000,48907.000000
1619.169964,0.258301,87059.000000,48030.000000
1622.138596,0.256156,84747.000000,46986.000000
1625.102924,0.257202,82422.000000,45587.000000
1628.062948,0.254005,80152.000000,44659.000000
1631.018666,0.251445,77827.000000,43620.000000
1632.986755,0.249712,76307.000000,42939.000000
1635.935300,0.248113,74008.000000,41799.000000
1638.879540,0.248487,71768.000000,40499.000000
1641.819477,0.247851,69476.000000,39263.000000
1644.755109,0.241315,67110.000000,38501.000000
1646.709805,0.239184,65491.000000,37757.000000
1649.638263,0.236130,63053.000000,36608.000000
1652.562417,0.235805,60419.000000,35105.000000
1655.482266,0.230967,57663.000000,33879.000000
1658.397811,0.225293,54598.000000,32500.000000
1660.339117,0.217104,52256.000000,31698.000000
1663.247488,0.205685,48358.000000,30115.000000
1666.151554,0.189374,44087.000000,28506.000000
1669.051317,0.168097,39455.000000,26792.000000
1671.946775,0.142776,34767.000000,25026.000000
1673.874689,0.122569,31558.000000,23798.000000
1676.762973,0.097368,27066.000000,21630.000000
1679.646953,0.083330,22991.000000,18977.000000
1682.526628,0.060633,19393.000000,16866.000000
1685.401999,0.062316,16511.000000,14304.000000
1687.316522,0.060917,14770.000000,12837.000000
1690.184719,0.056939,12590.000000,11043.000000
1693.048611,0.078382,10852.000000,9060.000000
1695.908200,0.078562,9385.000000,7832.000000
1698.763484,0.087258,8087.000000,6615.000000
1700.664615,0.086505,7320.000000,5998.000000
